formattedDay,total_volume_usd,daily_users,numberOfNewUsers,daily_trades,total_fees_usd
04/04/2025,920626.3662078169,1011,20,19823,9306.831615543048
03/04/2025,1.0295547546645242e+06,1107,30,21645,10411.356208577736
02/04/2025,1.0803090394693797e+06,1197,27,22635,10897.504859457487
01/04/2025,1.230557219385599e+06,1120,25,24741,12421.580237725211
31/03/2025,970938.4877634563,1004,22,21033,9806.868063807759
30/03/2025,950364.0738246287,936,13,18220,9581.294850059194
29/03/2025,1.3780495266973565e+06,1076,15,22222,13944.280256827255
28/03/2025,1.4633808869088579e+06,1210,25,26500,14745.828360615571
27/03/2025,1.4510310505397797e+06,1303,37,25710,14684.223365150057
26/03/2025,1.4077234106000124e+06,1283,34,25036,14348.71973617976
25/03/2025,1.442597930648222e+06,1322,40,25636,14810.218806949897
24/03/2025,1.9630588175537402e+06,1457,34,29237,19878.17482308835
23/03/2025,1.586788851880217e+06,1306,33,28169,16035.244929545775
22/03/2025,1.2378776467421572e+06,1199,31,22147,12511.754571548478
21/03/2025,1.127021236415314e+06,1258,30,22856,11388.27513298753
20/03/2025,1.3850724114183283e+06,1247,36,24342,14157.509110354404
19/03/2025,1.6231776006989891e+06,1242,36,27989,17322.14750365262
18/03/2025,1.5218533271744433e+06,1291,32,26888,15494.69621777462
17/03/2025,1.496792034682102e+06,1325,30,28538,15115.177248288801
16/03/2025,1.3376071996175218e+06,1245,35,25325,13690.265698228306
15/03/2025,1.7963898469176174e+06,1385,55,25831,18716.74393812961
14/03/2025,1.5168203009336265e+06,1302,53,27537,15902.757077422499
13/03/2025,1.533579018371814e+06,1295,41,29263,15971.020610774576
12/03/2025,1.5338200536297103e+06,1332,47,28509,15627.375306415104
11/03/2025,1.248036602037713e+06,1244,36,24653,12591.771025059448
10/03/2025,1.447348418818966e+06,1272,39,28543,14628.691058030883
09/03/2025,1.1666305667557593e+06,1265,30,22593,11900.717357017744
08/03/2025,1.5680238817190377e+06,1426,34,25635,16137.65825228201
07/03/2025,2.1260739989241404e+06,1641,48,31164,21441.277815199217
06/03/2025,1.7125164876320483e+06,1603,55,29642,17547.898970787926
05/03/2025,1.877841540889155e+06,1701,40,29901,19108.229747637284
04/03/2025,1.6463838285717953e+06,1564,55,27646,16707.651537333706
03/03/2025,1.6128051061077716e+06,1655,36,26198,16239.407590465597
02/03/2025,1.6674000842954293e+06,1755,48,27377,16831.39313275974
01/03/2025,1.3626508630509812e+06,1545,57,24924,13853.04994015678
28/02/2025,1.8119783659738936e+06,1674,59,28661,18445.9106233474
27/02/2025,1.6550704767827971e+06,1676,62,27532,17149.831040902685
26/02/2025,1.5945547300340354e+06,1801,74,27019,16198.083900878179
25/02/2025,1.5391470650056542e+06,1900,66,26316,15739.506428339197
24/02/2025,1.911928601470657e+06,2045,92,33284,19302.02143742139
23/02/2025,2.2281053784295414e+06,2162,84,40320,22716.82611040395
22/02/2025,2.4941162550208545e+06,2289,98,43855,25409.95167412172
21/02/2025,2.6258843614315814e+06,2560,110,46438,26792.748464303495
20/02/2025,3.0148529491574224e+06,2685,142,49693,30579.413573661877
19/02/2025,2.6785304858558523e+06,2599,112,43010,26959.857341053208
18/02/2025,3.1845913786298046e+06,2836,145,51911,32402.426948611545
17/02/2025,3.0277822449249425e+06,2961,187,50584,30808.593802666335
16/02/2025,3.24799914095806e+06,2952,234,55639,33335.04878006651
15/02/2025,3.564183760681702e+06,3071,235,53060,36553.337766327066
14/02/2025,4.36610628820069e+06,3469,193,52003,44485.63232152581
13/02/2025,3.7960636854060492e+06,3196,187,52122,38397.31196192075
12/02/2025,4.691324745132847e+06,3365,198,59106,47336.612730103625
11/02/2025,6.771659765821484e+06,3836,239,76367,68768.15997270514
10/02/2025,8.726559137182543e+06,4072,270,81713,89344.64751535414
09/02/2025,8.717996581882028e+06,3986,348,82862,89400.54861277595
08/02/2025,3.9178503968872554e+06,2976,221,51323,39669.602757371176
07/02/2025,3.9106958832230265e+06,3245,204,56472,39520.36030035422
06/02/2025,3.9367330132693606e+06,3317,291,52771,40968.88840829628
05/02/2025,5.747401368850104e+06,3585,399,56353,58765.18491346393
04/02/2025,4.552591232167346e+06,3291,217,48200,48449.237102562154
03/02/2025,4.655644871153869e+06,3432,251,46208,49278.48712901085
02/02/2025,5.142992757647343e+06,3723,348,54123,53750.871349785346
01/02/2025,7.104225455739798e+06,4725,873,65884,74941.79488875365
31/01/2025,1.2424721156323535e+07,7190,3012,85105,127997.33850526702
30/01/2025,1.3356746133901594e+07,4690,470,94989,135956.97879727004
29/01/2025,9.755138500153013e+06,4251,355,70570,103204.86860744457
28/01/2025,1.1134766011971153e+07,4303,335,80151,116481.08902147211
27/01/2025,1.5921895623352604e+07,4822,354,95390,170013.21445379022
26/01/2025,1.6311588182399245e+07,5274,517,109265,170458.18948158794
25/01/2025,1.4704893519775897e+07,5296,590,109038,153668.70633811195
24/01/2025,1.993010810372107e+07,5798,852,130486,209185.62157011993
23/01/2025,2.5277124830516152e+07,6064,1133,128838,291604.37829572434
22/01/2025,1.3006294632804e+07,5618,1369,93745,137769.59718475456
21/01/2025,1.6584454299553342e+07,5307,1695,90557,178720.57669917773
20/01/2025,2.2983438274498917e+07,5562,5562,93308,249554.07579079515
