formattedDay,totalVolumeUSD,numberOfUsers,numberOfNewUsers,solanaVolumeUSD,baseVolumeUSD,bscVolumeUSD,solanaNumberOfUsers,baseNumberOfUsers,bscNumberOfUsers,numberOfReturningUsers,feesUSD,feesSOL,feesETH,feesBNB,numberOfTrades,numberOfPairs,cumulative_numberOfNewUsers,total_volume_usd,daily_users,daily_trades,total_fees_usd
08/11/2024,3.0325161046896908e+06,505,133,3.0325161046896908e+06,0,0,505,0,0,372,15193.709254367082,76.22033111800003,0,0,11051,2055,1137,0,0,0,0
09/11/2024,2.8043076934300875e+06,618,221,2.8043076934300875e+06,0,0,618,0,0,397,14043.753067556132,70.48316150999997,0,0,15219,4361,1358,0,0,0,0
10/11/2024,4.628559125266582e+06,752,235,4.628559125266582e+06,0,0,752,0,0,517,23175.423918447053,112.16860503600002,0,0,20566,4379,1593,0,0,0,0
11/11/2024,6.562990316171174e+06,1045,385,6.562990316171174e+06,0,0,1045,0,0,660,32870.934531934276,152.39524407099978,0,0,26574,5613,1978,0,0,0,0
12/11/2024,6.830812732580827e+06,1181,346,6.830812732580827e+06,0,0,1181,0,0,835,34214.37532755141,158.94326302800005,0,0,29176,6569,2324,0,0,0,0
13/11/2024,9.99525422366703e+06,1439,429,9.99525422366703e+06,0,0,1439,0,0,1010,50071.77890373229,236.18964013499982,0,0,32163,4951,2753,0,0,0,0
14/11/2024,1.3440789900704263e+07,1678,512,1.3440789900704263e+07,0,0,1678,0,0,1166,67328.75940763345,312.9732197459994,0,0,41637,5927,3265,0,0,0,0
15/11/2024,1.4001141378314234e+07,1837,499,1.4001141378314234e+07,0,0,1837,0,0,1338,70111.41276894322,330.13248504600006,0,0,46374,6073,3764,0,0,0,0
16/11/2024,1.0800951592271809e+07,1508,282,1.0800951592271809e+07,0,0,1508,0,0,1226,59556.70342598735,273.4350987659996,0,0,35904,5209,4046,0,0,0,0
17/11/2024,1.6208874428183911e+07,1836,447,1.6208874428183911e+07,0,0,1836,0,0,1389,81186.31754848742,349.35656947599915,0,0,49905,5823,4493,0,0,0,0
18/11/2024,1.8441759630403697e+07,2164,551,1.8441759630403697e+07,0,0,2164,0,0,1613,102038.35831168553,424.5444558069999,0,0,56919,6465,5044,0,0,0,0
19/11/2024,2.3017328493984252e+07,2471,668,2.3017328493984252e+07,0,0,2471,0,0,1803,213418.6387322203,884.1721264969997,0,0,61993,6902,5712,0,0,0,0
20/11/2024,2.5082043110355947e+07,2807,763,2.5082043110355947e+07,0,0,2807,0,0,2044,231505.56231505674,981.8746400089994,0,0,76902,9497,6475,0,0,0,0
21/11/2024,2.1922006692076143e+07,2838,668,2.1922006692076143e+07,0,0,2838,0,0,2170,202065.15816106464,821.9681741279995,0,0,59065,6851,7143,0,0,0,0
22/11/2024,2.0133356642978888e+07,2823,660,2.0133356642978888e+07,0,0,2823,0,0,2163,185609.54485354663,721.8324661889998,0,0,60959,7605,7803,0,0,0,0
23/11/2024,1.917734313719276e+07,2628,627,1.917734313719276e+07,0,0,2628,0,0,2001,176716.50473977107,686.4064107569989,0,0,49965,6477,8430,0,0,0,0
24/11/2024,1.313487579733243e+07,2664,612,1.313487579733243e+07,0,0,2664,0,0,2052,121114.88264969242,479.65077949699975,0,0,45769,6165,9042,0,0,0,0
25/11/2024,2.0151564380439512e+07,2941,664,2.0151564380439512e+07,0,0,2941,0,0,2277,185356.6318207318,751.8214048230002,0,0,59207,8538,9706,0,0,0,0
26/11/2024,1.475305945157304e+07,2808,545,1.475305945157304e+07,0,0,2808,0,0,2263,136266.45736590825,587.2122844149997,0,0,62837,7862,10251,0,0,0,0
27/11/2024,1.9520864187153175e+07,3007,661,1.9520864187153175e+07,0,0,3007,0,0,2346,179892.0375657537,763.0328144529994,0,0,65168,7547,10912,0,0,0,0
28/11/2024,1.503017201584241e+07,3003,597,1.503017201584241e+07,0,0,3003,0,0,2406,138481.89699004512,581.3358638679995,0,0,59301,6658,11509,0,0,0,0
29/11/2024,1.5481006373176157e+07,2858,540,1.5481006373176157e+07,0,0,2858,0,0,2318,142405.4710584017,589.1327172659996,0,0,52973,6440,12049,0,0,0,0
30/11/2024,1.0062136652555404e+07,2530,420,1.0062136652555404e+07,0,0,2530,0,0,2110,92576.47592016721,384.13186490799984,0,0,41212,5751,12469,0,0,0,0
01/12/2024,1.190181460813094e+07,2676,460,1.190181460813094e+07,0,0,2676,0,0,2216,109851.55672428734,463.47536706999983,0,0,43849,5056,12929,0,0,0,0
02/12/2024,1.4153058321854075e+07,2921,488,1.4153058321854075e+07,0,0,2921,0,0,2433,130310.39976795888,575.0714840969999,0,0,44741,5525,13417,0,0,0,0
03/12/2024,1.3156187131054062e+07,2884,501,1.3156187131054062e+07,0,0,2884,0,0,2383,121401.05457640313,534.1873226490002,0,0,46617,6536,13918,0,0,0,0
04/12/2024,1.1617410748398071e+07,2708,475,1.1617410748398071e+07,0,0,2708,0,0,2233,106907.81221295951,457.0368507749999,0,0,37321,4401,14393,0,0,0,0
05/12/2024,1.0140582501084287e+07,2517,398,1.0140582501084287e+07,0,0,2517,0,0,2119,90480.91085235628,383.7510947699999,0,0,36957,4713,14791,0,0,0,0
06/12/2024,1.1611552459828831e+07,2527,367,1.1611552459828831e+07,0,0,2527,0,0,2160,103700.43844902837,434.34481535099974,0,0,37631,4474,15158,0,0,0,0
07/12/2024,9.24944034272116e+06,2150,226,9.24944034272116e+06,0,0,2150,0,0,1924,82187.85601098146,344.12992501099967,0,0,33291,4243,15384,0,0,0,0
08/12/2024,8.303719411596091e+06,2163,269,8.303719411596091e+06,0,0,2163,0,0,1894,74222.1042296053,313.26005065699997,0,0,31415,3681,15653,0,0,0,0
09/12/2024,1.1002528805485653e+07,2599,337,1.1002528805485653e+07,0,0,2599,0,0,2262,96534.0879046141,430.1632491019997,0,0,40869,4912,15990,0,0,0,0
10/12/2024,1.3812496019274367e+07,2510,290,1.3812496019274367e+07,0,0,2510,0,0,2220,122617.34478019539,573.2080576790015,0,0,50870,5542,16280,0,0,0,0
11/12/2024,1.5733946052329877e+07,2763,436,1.5733946052329877e+07,0,0,2763,0,0,2327,137101.68127266027,612.5282716850014,0,0,54502,5958,16716,0,0,0,0
12/12/2024,1.5486547628496142e+07,2747,388,1.5486547628496142e+07,0,0,2747,0,0,2359,132306.30414393236,576.3372721270015,0,0,57037,6493,17104,0,0,0,0
13/12/2024,1.4786433359476654e+07,2702,376,1.4784189521296721e+07,2243.838179931512,0,2698,4,0,2326,122734.19352383868,556.89089732,-0.572746602088118,0,55219,6143,17480,0,0,0,0
14/12/2024,1.3244060464622058e+07,2427,303,1.3243284710340608e+07,775.7542814500886,0,2425,2,0,2124,111117.08518602003,502.5400551700001,-0.19886894513264486,0,48468,5643,17783,0,0,0,0
15/12/2024,9.111891638203533e+06,2134,269,9.111872429599835e+06,19.208603699999998,0,2133,1,0,1865,76177.61911989271,346.2646154430003,-0.0049499999999999995,0,39195,4770,18052,0,0,0,0
16/12/2024,1.160990837967073e+07,2541,368,1.160990837967073e+07,0,0,2541,0,0,2173,100108.23190597675,455.9936109079998,0,0,49312,5853,18420,0,0,0,0
