formattedDay,totalVolumeUSD,numberOfUsers,numberOfNewUsers,ethereumVolumeUSD,baseVolumeUSD,avalancheVolumeUSD,bscVolumeUSD,arbitrumVolumeUSD,ethereumNumberOfUsers,baseNumberOfUsers,avalancheNumberOfUsers,bscNumberOfUsers,arbitrumNumberOfUsers,numberOfReturningUsers,numberOfTrades,numberOfPairs,buyVolumeUSD,sellVolumeUSD,cumulative_numberOfNewUsers,total_volume_usd,daily_users,daily_trades,total_fees_usd
25/03/2024,2.7343544569833804e+07,8149,2575,920045.3248079673,2.468062990849427e+07,319957.41013718373,1.4229119263943762e+06,0,205,7424,370,426,0,5574,74439,1732,1.1954316336835522e+07,1.538922823299828e+07,25175,0,0,0,0
26/03/2024,2.8033209159279905e+07,7954,2101,883345.6125651707,2.6946264948209677e+07,120593.38996403018,83005.20854101599,0,121,7657,231,106,0,5853,58105,1633,1.233098268919148e+07,1.570222647008841e+07,27276,0,0,0,0
27/03/2024,2.9195460583484516e+07,8271,2025,749264.8678432025,2.815198062096238e+07,131181.5389116529,163033.5557672818,0,125,7927,379,84,0,6246,75345,1636,1.2846097927978154e+07,1.6349362655506346e+07,29301,0,0,0,0
28/03/2024,3.176945663905691e+07,8604,2033,721468.7144684095,3.0572141236346643e+07,469782.66557731346,6064.022664562443,0,148,7800,896,18,0,6571,80273,1936,1.4284981933427252e+07,1.7484474705629658e+07,31334,0,0,0,0
29/03/2024,4.4205448804422714e+07,8007,1646,763278.4863215135,4.3334220853831775e+07,93254.9754303535,14694.488839085572,0,131,7636,380,26,0,6361,64625,1930,2.006606275217019e+07,2.413938605225252e+07,32980,0,0,0,0
30/03/2024,4.980512482775084e+07,8399,2134,602995.1909804095,4.905037452897758e+07,140340.64994567423,11414.457847181067,0,126,8165,252,21,0,6265,65678,1845,2.3031765591310326e+07,2.6773359236440524e+07,35114,0,0,0,0
31/03/2024,3.1928797552159056e+07,6613,1325,1.4868455385679263e+06,3.0394944077089276e+07,30482.25561710882,16525.680884756875,0,147,6452,107,13,0,5288,46496,1746,1.413943823335751e+07,1.7789359318801567e+07,36439,0,0,0,0
01/04/2024,3.496451784946924e+07,8110,1666,956227.63683867,3.3722132355034575e+07,267074.99271153484,19082.864884426395,0,185,7619,564,24,0,6444,67437,1933,1.6267433124985512e+07,1.869708472448371e+07,38105,0,0,0,0
02/04/2024,2.695001088118281e+07,7681,1399,1.3123207476651634e+06,2.5452972126368593e+07,154501.07449090885,30216.93265815041,0,198,7366,294,27,0,6282,59116,1867,1.204400405231108e+07,1.4906006828871753e+07,39504,0,0,0,0
03/04/2024,3.60494465618961e+07,8349,1852,1.4977120132479034e+06,3.446504062755286e+07,56048.10335761303,30645.81773772808,0,453,7812,242,55,0,6497,61753,1935,1.6664687785743874e+07,1.9384758776152257e+07,41356,0,0,0,0
04/04/2024,1.8209089702667315e+07,6901,1419,1.465031695536881e+06,1.669239879017905e+07,28911.769623066284,22747.447328299844,0,228,6686,79,19,0,5482,49336,1889,8.378340948438513e+06,9.830748754228776e+06,42775,0,0,0,0
05/04/2024,1.5588353427662915e+07,6631,1302,846885.2722119116,1.4448067144403413e+07,52503.08621443421,240897.92483315975,0,357,6212,136,65,0,5329,43655,1484,7.275007319164124e+06,8.313346108498781e+06,44077,0,0,0,0
06/04/2024,1.7339477250987567e+07,6369,1239,584547.3737822236,1.6625238074490618e+07,80452.31585461418,49239.486860106845,0,352,5638,575,28,0,5130,37260,1343,7.964060589602407e+06,9.375416661385156e+06,45316,0,0,0,0
07/04/2024,1.1880582305339033e+07,5561,1058,831459.6133925762,1.1014827391493797e+07,23111.476305463355,11183.824147200503,0,357,5121,180,29,0,4503,33259,1364,5.543526388673587e+06,6.337055916665451e+06,46374,0,0,0,0
08/04/2024,1.903509151658429e+07,7018,1672,1.314668805073684e+06,1.7644884833005022e+07,28800.60837403291,46737.27013156086,0,434,6527,172,42,0,5346,45096,1583,8.779948902748194e+06,1.0255142613836119e+07,48046,0,0,0,0
09/04/2024,1.93970275105388e+07,6707,1158,826582.3918813426,1.8310029365002763e+07,67728.32677873115,192687.42687595336,0,353,6125,306,92,0,5549,41843,1500,8.897597850218477e+06,1.0499429660320314e+07,49204,0,0,0,0
10/04/2024,1.844531352128307e+07,6484,1237,763366.6411404335,1.7262170760313723e+07,35020.86041107073,384755.25941783364,0,332,6009,134,156,0,5247,47801,1447,7.853523384063161e+06,1.0591790137219897e+07,50441,0,0,0,0
11/04/2024,2.134421134547693e+07,7202,1458,1.1451611744158668e+06,2.0066213846063063e+07,59762.5690735131,73073.75592448538,0,391,6689,256,38,0,5744,52863,1430,9.245088454380557e+06,1.2099122891096374e+07,51899,0,0,0,0
12/04/2024,1.0755150095778136e+07,5292,825,709727.0719601109,9.95358809486073e+06,26493.831026203727,65341.097931095945,0,229,5027,95,25,0,4467,34610,1304,4.904238634437314e+06,5.850911461340821e+06,52724,0,0,0,0
13/04/2024,8.990347791879155e+06,4185,608,1.4634231763439593e+06,7.413813664449027e+06,106505.56147017839,6605.389615989982,0,271,3886,63,17,0,3577,27865,1067,3.846457131087097e+06,5.143890660792058e+06,53332,0,0,0,0
14/04/2024,6.6072169333732175e+06,3903,632,408952.18315750867,6.189229191301779e+06,5741.574805566521,3293.9841083617207,0,157,3700,63,17,0,3271,27144,951,3.0100873954995195e+06,3.597129537873697e+06,53964,0,0,0,0
15/04/2024,8.457048014917195e+06,4717,845,945010.0364073496,7.4498419591120435e+06,44948.45105745538,17247.568340346505,0,298,4388,127,25,0,3872,32823,1304,3.8550208367275232e+06,4.602027178189671e+06,54809,0,0,0,0
16/04/2024,6.009039624443515e+06,4437,823,338679.463437851,5.645442820610851e+06,6144.621578173581,18772.718816639634,0,177,4246,41,28,0,3614,27850,1050,2.7991891486290693e+06,3.209850475814447e+06,55632,0,0,0,0
17/04/2024,9.917386827609615e+06,4993,895,436144.7973062054,9.448348660175968e+06,2853.5916844914323,30039.77844295281,0,162,4796,45,35,0,4098,30869,985,4.604970792435887e+06,5.312416035173731e+06,56527,0,0,0,0
18/04/2024,5.930072367893008e+06,3929,783,798065.033212537,5.053922066167218e+06,34555.41202798044,43529.856485274904,0,273,3589,104,31,0,3146,20962,938,2.746279107742138e+06,3.1837932601508675e+06,57310,0,0,0,0
19/04/2024,5.222452297344901e+06,3922,913,713743.7472547059,4.389069434883207e+06,1343.7354574406659,118295.37974954804,0,472,3486,26,25,0,3009,20373,863,2.476313521394167e+06,2.7461387759507364e+06,58223,0,0,0,0
20/04/2024,4.43227823348932e+06,2905,355,356869.9910913738,4.0575082389541403e+06,1958.3982394031261,15941.605204404792,0,215,2700,27,17,0,2550,14363,789,2.0808966344509493e+06,2.3513815990383714e+06,58578,0,0,0,0
21/04/2024,4.522139671413428e+06,2932,454,625145.081604236,3.835527654030735e+06,5523.855791862853,55943.079986593075,0,231,2718,21,17,0,2478,15969,828,2.0264805413598919e+06,2.495659130053536e+06,59032,0,0,0,0
22/04/2024,8.114731400371964e+06,4651,1028,1.132905004812378e+06,6.921666621788698e+06,32893.1984113011,27266.575359586546,0,459,4186,176,28,0,3623,28949,1065,3.652130813077152e+06,4.46260058729481e+06,60060,0,0,0,0
23/04/2024,9.376256622307675e+06,4395,783,1.6511998541288648e+06,7.689449750151411e+06,11113.045735963142,24493.972291438866,0,431,4005,74,32,0,3612,28224,1085,4.1101749712821e+06,5.266081651025577e+06,60843,0,0,0,0
24/04/2024,1.0022146457928695e+07,4484,779,1.519357229798852e+06,8.481042672350053e+06,6783.6286711865605,14962.927108603813,0,416,4187,19,14,0,3705,30490,1015,4.750826650116353e+06,5.271319807812345e+06,61622,0,0,0,0
25/04/2024,8.75494895006864e+06,4385,882,1.5437606758864035e+06,7.208759541973801e+06,1299.0712665861045,1129.6609418515845,0,482,4004,14,5,0,3503,29515,968,3.880733957099336e+06,4.874214992969303e+06,62504,0,0,0,0
26/04/2024,8.800849901832674e+06,4074,553,725729.2451710966,8.050207118437971e+06,11156.513609269012,13757.024614336222,0,321,3758,84,26,0,3521,27212,935,3.8340447349848887e+06,4.966805166847783e+06,63057,0,0,0,0
27/04/2024,6.693558493668543e+06,3072,369,615674.9117761395,6.062983380272049e+06,10387.336178859818,4512.865441491956,0,270,2833,34,9,0,2703,20838,820,2.922775287837383e+06,3.7707832058311594e+06,63426,0,0,0,0
28/04/2024,7.989500631314088e+06,3498,436,1.5558990529694818e+06,6.389776108670757e+06,5053.135693607803,38772.33398024135,0,317,3169,105,31,0,3062,23772,866,3.322189983459722e+06,4.667310647854363e+06,63862,0,0,0,0
29/04/2024,7.18651022963458e+06,3937,649,1.542626966554188e+06,5.625362263193815e+06,10560.764075156474,7960.235811422923,0,413,3579,65,17,0,3288,25291,922,3.492954266647238e+06,3.693555962987342e+06,64511,0,0,0,0
30/04/2024,5.036588940840935e+06,3526,574,706139.9696660361,4.320223911584236e+06,3189.5557198279334,7035.5038708352195,0,305,3241,30,14,0,2952,19895,937,2.4118442559653893e+06,2.6247446848755456e+06,65085,0,0,0,0
01/05/2024,4.1514503746358175e+06,3094,489,490963.8058233933,3.6487639687948683e+06,1753.4249838529954,9969.175033701713,0,279,2856,8,19,0,2605,18502,802,1.877410040671417e+06,2.274040333964401e+06,65574,0,0,0,0
02/05/2024,6.719647692818963e+06,4097,945,684618.4400663091,6.029088288493825e+06,1531.4755631267699,4409.488695705919,0,316,3863,27,10,0,3152,26584,871,3.08147153653371e+06,3.6381761562852548e+06,66519,0,0,0,0
03/05/2024,5.367965758204868e+06,3572,593,722270.3758698818,4.641224476705729e+06,1453.8839231434044,3017.0217061131957,0,292,3346,10,11,0,2979,22055,871,2.494520389509197e+06,2.87344536869567e+06,67112,0,0,0,0
04/05/2024,5.718607352365233e+06,3209,474,827534.7550178304,4.889567009888604e+06,1295.3757599704606,210.21169882733534,0,296,2964,25,4,0,2735,23269,906,2.4772454549824907e+06,3.241361897382742e+06,67586,0,0,0,0
05/05/2024,5.091310076692867e+06,3285,590,755257.0256546589,4.319276102505155e+06,14498.639618987083,2278.30891406579,0,294,3043,22,8,0,2695,23347,846,2.332834699881143e+06,2.7584753768117246e+06,68176,0,0,0,0
06/05/2024,5.258174451552887e+06,3934,776,731685.8598809663,4.519907865025609e+06,1205.7166086939183,5375.010037620664,0,381,3660,8,5,0,3158,24682,904,2.415479819166645e+06,2.842694632386247e+06,68952,0,0,0,0
07/05/2024,5.034646224810807e+06,4287,972,706222.4565454914,4.31198789924559e+06,1106.7265763677906,15329.142443360375,0,305,4069,10,8,0,3315,23431,960,2.2532304300269033e+06,2.7814157947839056e+06,69924,0,0,0,0
08/05/2024,3.9637632351205098e+06,2979,595,630184.7402488741,3.325448400602935e+06,664.5488484888926,7465.54542021324,0,283,2748,6,8,0,2384,15772,762,1.7784121765546147e+06,2.185351058565896e+06,70519,0,0,0,0
09/05/2024,5.551658090821388e+06,3390,555,708003.2136994126,4.835391553701616e+06,1172.215177769607,7091.108242591574,0,309,3174,7,6,0,2835,22092,948,2.50192434496698e+06,3.0497337458544048e+06,71074,0,0,0,0
10/05/2024,4.0940648583761496e+06,2997,534,542804.8097650389,3.5433130296449587e+06,571.3204758419495,7375.698490310629,0,236,2809,5,23,0,2463,14931,768,1.8033720048254551e+06,2.2906928535506935e+06,71608,0,0,0,0
11/05/2024,2.2966140127760004e+06,2050,266,452574.85827239085,1.8340897933652413e+06,3816.7461195225724,6132.615018845597,0,184,1826,86,12,0,1784,9172,648,1.056036203261466e+06,1.2405778095145337e+06,71874,0,0,0,0
12/05/2024,2.8370002150346576e+06,2030,223,705677.697737924,2.1264513551486386e+06,2314.392907268383,2556.7692408290177,0,291,1731,65,10,0,1807,11055,610,1.3029766140707459e+06,1.5340236009639127e+06,72097,0,0,0,0
13/05/2024,5.619583625640421e+06,3214,527,1.3346762933033924e+06,4.254742503159487e+06,23511.877371404673,6652.951806134368,0,487,2768,88,16,0,2687,17333,841,2.6370586561710937e+06,2.9825249694693265e+06,72624,0,0,0,0
14/05/2024,4.102379167058529e+06,3094,659,1.1823371178766852e+06,2.9099950716898995e+06,2702.9729774155267,7344.004514530386,0,457,2671,18,34,0,2435,16163,823,1.8087341573552496e+06,2.2936450097032785e+06,73283,0,0,0,0
15/05/2024,3.958014868337353e+06,2924,576,1.4911685865402042e+06,2.4463153189182268e+06,10280.676817239579,10250.286061682506,0,489,2432,106,13,0,2348,14818,759,1.8200426691521243e+06,2.1379721991852294e+06,73859,0,0,0,0
16/05/2024,3.080778670090776e+06,2717,571,983774.3060368096,2.0741272526033518e+06,3393.451567959717,19483.6598826539,0,472,2216,55,53,0,2146,12460,718,1.436492941344763e+06,1.6442857287460128e+06,74430,0,0,0,0
17/05/2024,2.6870147740444685e+06,2184,370,941944.6028289418,1.727086642380214e+06,5987.7228917635375,11995.80594355043,0,410,1786,46,7,0,1814,11106,713,1.2481211110287244e+06,1.4388936630157437e+06,74800,0,0,0,0
18/05/2024,2.288166698862508e+06,2106,463,687551.4467548053,1.5792912534009158e+06,9344.575430537276,11979.423276249707,0,417,1666,65,25,0,1643,11405,660,938089.8295794866,1.3500768692830217e+06,75263,0,0,0,0
19/05/2024,2.869612282390379e+06,2217,596,1.2274023449758189e+06,1.6253778145037373e+06,1839.3912231374695,14992.731687686008,0,516,1747,18,19,0,1621,13566,706,1.2091065496456046e+06,1.6605057327447743e+06,75859,0,0,0,0
20/05/2024,4.225758651500652e+06,2595,434,1.759950288909619e+06,2.4588223190291394e+06,703.0260229299757,6283.017538963386,0,588,2066,22,18,0,2161,17022,818,1.8236796134945028e+06,2.4020790380061483e+06,76293,0,0,0,0
21/05/2024,7.020406143531122e+06,3466,742,2.090722792842683e+06,4.916011929158254e+06,4528.675389783792,9142.746140404299,0,580,2974,47,15,0,2724,25114,1154,3.17191360085534e+06,3.8484925426757853e+06,77035,0,0,0,0
22/05/2024,6.657338997939573e+06,3530,847,2.452564335676368e+06,4.194800721521048e+06,5374.149684719149,4599.791057436517,0,829,2809,28,15,0,2683,24594,1197,3.094862662960895e+06,3.562476334978674e+06,77882,0,0,0,0
23/05/2024,7.91315126055328e+06,3563,750,2.122327927151601e+06,5.775131406177049e+06,4153.402661928842,11538.524562694374,0,800,2867,35,19,0,2813,25873,1064,3.206265893065922e+06,4.706885367487352e+06,78632,0,0,0,0
24/05/2024,6.403520834609187e+06,3231,685,2.120038204492032e+06,4.26777634396112e+06,5056.9160038011005,10649.370152234907,0,748,2552,63,8,0,2546,23387,1011,2.874884699123781e+06,3.5286361354854084e+06,79317,0,0,0,0
25/05/2024,5.51933259918668e+06,2563,527,1.9042387826399321e+06,3.609518087778102e+06,2396.9468988720296,3178.7818697718267,0,453,2170,31,9,0,2036,17864,844,2.244436997692105e+06,3.2748956014945735e+06,79844,0,0,0,0
26/05/2024,1.1200388505052343e+07,3209,620,1.6219599961134617e+06,9.56051306183195e+06,7724.649209369758,10190.79789756226,0,595,2701,7,21,0,2589,20618,966,4.923237987385012e+06,6.277150517667334e+06,80464,0,0,0,0
27/05/2024,5.925974124319786e+06,3094,789,3.088052656376535e+06,2.822057472513009e+06,6453.981905034882,9410.013525205453,0,788,2397,10,23,0,2305,18048,919,2.5325109491524706e+06,3.3934631751673142e+06,81253,0,0,0,0
28/05/2024,6.936042761156538e+06,3440,973,3.9208710754070994e+06,3.0058335685998923e+06,801.5993083560983,8536.51784119013,0,901,2656,21,13,0,2467,21545,947,3.002188508636958e+06,3.9338542525195777e+06,82226,0,0,0,0
29/05/2024,5.832754254808047e+06,3026,941,2.7591597943311003e+06,3.0465792626760835e+06,3338.0466999992295,23677.151100867282,0,856,2248,19,11,0,2085,16588,930,2.564226684296175e+06,3.268527570511874e+06,83167,0,0,0,0
30/05/2024,7.847361893063871e+06,3311,887,2.941161442084874e+06,4.891755037388666e+06,9117.863250381002,5327.550339949453,0,1004,2415,25,11,0,2424,21216,994,3.6281962959225443e+06,4.219165597141327e+06,84054,0,0,0,0
31/05/2024,6.3193168352967175e+06,2848,640,2.83404370303441e+06,3.4702813201694386e+06,4241.268179287377,10750.543913580774,0,872,2057,13,23,0,2208,20034,955,2.97076778912816e+06,3.3485490461685574e+06,84694,0,0,0,0
01/06/2024,7.234932028318818e+06,2443,484,3.788744294810796e+06,3.443307382929782e+06,489.086034515262,2391.264543725488,0,788,1737,13,12,0,1959,16932,862,3.2240801861410234e+06,4.010851842177795e+06,85178,0,0,0,0
02/06/2024,7.354126654965213e+06,3119,853,3.550522167571376e+06,3.774051169082195e+06,7889.343320066078,21663.97499157726,0,902,2325,8,22,0,2266,19194,965,3.288813131919192e+06,4.065313523046019e+06,86031,0,0,0,0
03/06/2024,7.956858201003634e+06,3545,936,3.973563724932525e+06,3.943003744206238e+06,24600.38950096009,15690.342363909647,0,1192,2469,39,15,0,2609,21355,1073,3.4789336646561306e+06,4.477924536347503e+06,86967,0,0,0,0
04/06/2024,8.861172030696684e+06,3733,941,2.932295711072803e+06,5.083469472590213e+06,7505.353352756809,837901.4936809153,0,1204,2581,21,215,0,2792,27749,1222,3.8635571646233955e+06,4.997614866073295e+06,87908,0,0,0,0
05/06/2024,1.5248449426296998e+07,4558,1231,5.674002388555925e+06,8.293880035042718e+06,3222.857185145809,1.2773441455131958e+06,0,1176,3220,25,538,0,3327,35815,1339,6.586710022493871e+06,8.661739403803129e+06,89139,0,0,0,0
06/06/2024,1.2673775261172004e+07,4626,1224,5.252718338446131e+06,7.2112894875726905e+06,512.1402915994641,209255.2948615799,0,1385,3235,14,259,0,3402,31833,1288,5.715021009384597e+06,6.958754251787407e+06,90363,0,0,0,0
07/06/2024,1.0057976453215312e+07,3424,613,5.491659044760664e+06,4.457430258746187e+06,2822.7390887492475,106064.41061971741,0,1024,2468,11,105,0,2811,20995,1085,4.470119365122974e+06,5.58785708809234e+06,90976,0,0,0,0
08/06/2024,1.0306745662499078e+07,2981,548,6.074304760546497e+06,4.212667111348361e+06,800.4041167594106,18973.386487461215,0,822,2252,11,39,0,2433,19697,945,4.530002511856134e+06,5.776743150642945e+06,91524,0,0,0,0
09/06/2024,9.227117393021815e+06,2958,491,4.596692567384293e+06,4.531238050457321e+06,797.1978106432953,98389.57736955576,0,907,2109,5,90,0,2467,22859,1008,4.1659636248539574e+06,5.061153768167854e+06,92015,0,0,0,0
10/06/2024,1.1866067664856264e+07,4261,1167,4.8266218788852105e+06,6.9052859664082965e+06,6969.849032545345,127189.97053021203,0,1307,3060,10,122,0,3094,34935,1242,5.491769958258344e+06,6.374297706597922e+06,93182,0,0,0,0
11/06/2024,1.1495552005731717e+07,4135,997,5.371093149101086e+06,6.055974313795902e+06,4384.492462644625,64100.05037208119,0,1190,3006,18,71,0,3138,33903,1150,5.076933556778519e+06,6.418618448953192e+06,94179,0,0,0,0
12/06/2024,1.1659941371997746e+07,4221,1132,4.589523470909191e+06,7.051531257206151e+06,1977.110379056399,16909.5335033496,0,1278,3053,4,50,0,3089,29202,1093,5.289000401691549e+06,6.370940970306197e+06,95311,0,0,0,0
13/06/2024,9.326721976157492e+06,3775,849,3.19613530075928e+06,6.077702905304405e+06,6845.731781429849,46038.03831237676,0,999,2839,38,46,0,2926,29509,1165,4.2173598082860615e+06,5.109362167871429e+06,96160,0,0,0,0
14/06/2024,8.045411344014678e+06,3344,836,4.265475538239847e+06,3.716474862518311e+06,745.7478843752714,62715.1953721462,0,1187,2245,15,41,0,2508,25652,1082,3.5218435308847693e+06,4.523567813129915e+06,96996,0,0,0,0
15/06/2024,6.610092802583067e+06,2893,556,2.4553981877676873e+06,4.1347752843144573e+06,578.6111395395583,19340.71936138561,0,945,2017,7,32,0,2337,23515,937,2.8809606219155374e+06,3.729132180667532e+06,97552,0,0,0,0
16/06/2024,7.316881665076487e+06,3090,848,3.03908009519465e+06,4.273309101927683e+06,0.1490445,4492.318909655194,0,984,2206,1,18,0,2242,29852,974,3.0853940718108364e+06,4.231487593265651e+06,98400,0,0,0,0
17/06/2024,6.476051518757327e+06,3169,676,3.4375897210544343e+06,3.0338991580186994e+06,762.4792847176402,3800.160399479741,0,935,2313,2,13,0,2493,25868,1058,2.72472615469657e+06,3.75132536406076e+06,99076,0,0,0,0
18/06/2024,8.027580102987681e+06,3171,701,3.7360165449136994e+06,4.272511503095846e+06,226.74405723485512,18825.310920897224,0,885,2372,5,35,0,2470,21883,1010,3.5390863909388254e+06,4.488493712048849e+06,99777,0,0,0,0
19/06/2024,7.001197683341004e+06,3642,1131,3.5654458931862256e+06,3.4186753615028365e+06,413.3691824231588,16663.059469522173,0,1233,2498,10,28,0,2511,24162,1086,3.3022911321479264e+06,3.698906551193082e+06,100908,0,0,0,0
20/06/2024,7.00892751705119e+06,3301,849,3.9444756590939253e+06,3.055491608760577e+06,5579.594597289513,3380.654599397668,0,1116,2281,8,10,0,2452,31469,1077,3.2095960686161118e+06,3.799331448435077e+06,101757,0,0,0,0
21/06/2024,5.838140951833273e+06,3416,1121,2.9114804795426605e+06,2.9082834749580794e+06,137.1744,18239.82293253421,0,1234,2303,2,27,0,2295,23221,1013,2.6496558737657852e+06,3.188485078067489e+06,102878,0,0,0,0
22/06/2024,4.1637839387164842e+06,2509,586,1.8255647909128438e+06,2.314185679368662e+06,22.47102,24010.997414980553,0,722,1836,1,24,0,1923,16813,831,1.9248445601835994e+06,2.2389393785328856e+06,103464,0,0,0,0
23/06/2024,4.323194954763219e+06,2499,527,2.0077595600675964e+06,2.3042752651443467e+06,130.57883216114826,11029.550719111583,0,833,1721,5,20,0,1972,16451,838,1.9993563764429586e+06,2.3238385783202564e+06,103991,0,0,0,0
24/06/2024,5.285543040129773e+06,3210,1117,2.3258602414465533e+06,2.95275598735557e+06,2345.7807864564243,4581.0305411956015,0,1284,1996,4,24,0,2093,20176,907,2.3189698083821107e+06,2.9665732317476654e+06,105108,0,0,0,0
25/06/2024,5.779252812008766e+06,3527,1259,3.2515184654856375e+06,2.5217838468247512e+06,698.0697710408574,5252.429927336432,0,1491,2137,3,18,0,2268,17732,925,2.71893530796286e+06,3.060317504045906e+06,106367,0,0,0,0
26/06/2024,6.222635725995033e+06,3309,1081,2.7090718200248214e+06,3.501181429288769e+06,33.228483567696685,12349.248197876663,0,1101,2329,2,16,0,2228,16540,877,2.6496230346673676e+06,3.5730126913276687e+06,107448,0,0,0,0
27/06/2024,6.833919377737636e+06,3308,876,3.1628630332599054e+06,3.5854502851658007e+06,70517.43748107106,15088.621830857424,0,1113,2314,32,23,0,2432,19360,941,3.1168451455919524e+06,3.7170742321456815e+06,108324,0,0,0,0
28/06/2024,4.952842807868064e+06,2756,782,2.1388519516843297e+06,2.7742983975939923e+06,18843.962459950264,20848.496129790154,0,849,1961,12,16,0,1974,16860,857,2.192587932771046e+06,2.760254875097016e+06,109106,0,0,0,0
29/06/2024,3.777416306179895e+06,1984,335,1.3969598832872827e+06,2.357617753226154e+06,12543.710723507933,10294.958942948768,0,509,1502,7,21,0,1649,13505,730,1.7234152390135427e+06,2.0540010671663503e+06,109441,0,0,0,0
30/06/2024,3.6592670727732927e+06,2159,555,1.9875723428317953e+06,1.6353949751293908e+06,3283.4637840761006,33016.2910280314,0,863,1325,2,48,0,1604,12456,727,1.704212054642182e+06,1.955055018131112e+06,109996,0,0,0,0
01/07/2024,4.993847909129785e+06,2728,656,2.679276370184362e+06,2.2982050754114706e+06,2817.5584348719244,13548.905099078265,0,1045,1743,4,45,0,2072,15922,840,2.2505218756644144e+06,2.743326033465371e+06,110652,0,0,0,0
02/07/2024,4.4555432557490785e+06,3185,1075,2.46907641402172e+06,1.9730085107201154e+06,1063.4189687734126,12394.912038466517,0,1438,1771,11,46,0,2110,14981,921,2.0091300141192486e+06,2.446413241629828e+06,111727,0,0,0,0
03/07/2024,4.424945182332985e+06,2648,821,2.9620987807051726e+06,1.4317813520731074e+06,9289.614108182792,21775.43544652216,0,1170,1517,10,59,0,1827,11947,831,1.8095313318396837e+06,2.6154138504933e+06,112548,0,0,0,0
04/07/2024,2.992046474113785e+06,2061,442,2.0127250029100424e+06,969684.4291947705,5824.9886975741765,3812.05331139729,0,944,1154,4,17,0,1619,9520,786,1.2717529098729223e+06,1.7202935642408624e+06,112990,0,0,0,0
05/07/2024,2.6049465463455357e+06,2116,674,1.6110254355147954e+06,983902.1106177896,5841.785899644645,4177.214313308565,0,946,1195,13,14,0,1442,25789,690,1.341344548586119e+06,1.2636019977594176e+06,113664,0,0,0,0
06/07/2024,1.8503600824397304e+06,1526,296,1.1766000600235108e+06,672035.0268207031,0,1724.9955955173969,0,682,875,0,7,0,1230,21555,649,789770.1769169738,1.0605899055227574e+06,113960,0,0,0,0
07/07/2024,2.231022993479109e+06,1745,273,1.1783854753391931e+06,1.0502551386047867e+06,226.93387925044271,2155.4456558786287,0,671,1091,5,12,0,1472,9150,651,918747.2024357194,1.3122757910433894e+06,114233,0,0,0,0
08/07/2024,2.4488625985223376e+06,1960,464,1.4183751292896725e+06,1.0027404568246186e+06,4800.714591420182,22946.2978166254,0,771,1208,9,46,0,1496,10266,675,1.1233699830162046e+06,1.3254926155061321e+06,114697,0,0,0,0
09/07/2024,3.9443406769940015e+06,2241,661,2.840122820156921e+06,1.0870141119936027e+06,776.5595327910012,16427.18531068798,0,1053,1210,4,37,0,1580,11148,787,1.3397125318752155e+06,2.604628145118786e+06,115358,0,0,0,0
10/07/2024,4.699767693368125e+06,2719,924,2.8749555835559187e+06,1.6059209416646662e+06,4263.263117479689,214627.90503005957,0,1320,1234,11,282,0,1795,11818,841,1.9180736154927488e+06,2.7816940778753734e+06,116282,0,0,0,0
11/07/2024,3.7526358959213165e+06,2494,704,2.0977247330231247e+06,1.3981562995366154e+06,1135.8906338288725,255618.97272774577,0,1222,1135,4,229,0,1790,10181,742,1.7955385963385296e+06,1.9570972995827864e+06,116986,0,0,0,0
12/07/2024,2.692235378214731e+06,2072,596,1.766042489174442e+06,833198.9776289271,1738.4839829902924,91255.42742837206,0,1054,983,9,120,0,1476,7797,653,1.0695874363054312e+06,1.6226479419093002e+06,117582,0,0,0,0
13/07/2024,2.8444829979153653e+06,1810,474,1.855037941221435e+06,966418.2847043507,3287.6508103665637,19739.12117921247,0,895,972,10,37,0,1336,7550,640,1.1319879423791254e+06,1.7124950555362396e+06,118056,0,0,0,0
14/07/2024,4.215869504855037e+06,2016,407,3.176550790225379e+06,1.0322396377975863e+06,909.1857100872678,6169.891121984075,0,1077,992,6,41,0,1609,12505,734,1.8774283538481265e+06,2.3384411510069096e+06,118463,0,0,0,0
15/07/2024,4.511651323042665e+06,2274,611,3.3788635445293775e+06,991961.5634275893,5520.995096642885,135305.21998905455,0,1224,1081,6,62,0,1663,11052,841,2.152415237144467e+06,2.3592360858981963e+06,119074,0,0,0,0
16/07/2024,7.584758753451642e+06,2848,646,3.6126047312407074e+06,3.586725332791666e+06,921.3756729586913,384507.3137463081,0,1314,1628,8,96,0,2202,15916,870,3.317805139066691e+06,4.26695361438495e+06,119720,0,0,0,0
17/07/2024,9.141030543526815e+06,3212,932,5.341399777917501e+06,3.6929836970972484e+06,799.8033524490833,105847.26515962322,0,1606,1735,4,52,0,2280,18424,896,3.9969197615452236e+06,5.1441107819816e+06,120652,0,0,0,0
18/07/2024,1.0387770753428807e+07,3252,853,5.286168036330857e+06,5.055509910118597e+06,82.54037026804325,46010.26660908937,0,1457,1914,3,46,0,2399,20948,958,4.261862982121188e+06,6.125907771307624e+06,121505,0,0,0,0
19/07/2024,1.0465755285266772e+07,3359,856,3.9309334624197683e+06,6.450324529381789e+06,9656.896696476018,74840.39676872999,0,1372,2126,4,51,0,2503,23160,954,4.501507204875327e+06,5.96424808039144e+06,122361,0,0,0,0
